"Block Group","Census Tract","County","State","total_population","total_hous_units","total_occ_hous_units","total_vac_hous_units","total_own_occ_units","total_rent_occ_units","total_for_rent_units","total_rented_non_occ","total_for_sale_units","total_sold_non_occ_units","med_rent_over_income","owner_hous_val_25th_per","owner_hous_val_50th_per","owner_hous_val_75th_per","med_owner_cost_mortg","med_owner_cost_no_mortg","med_cost_over_income_mortg","med_cost_over_income_no_mortg","med_hous_cost","med_fam_income","med_non_fam_income","med_rent_0_bed","med_rent_1_bed","med_rent_2_bed","med_rent_3_bed","med_rent_4_bed","med_rent_5_plus_bed","med_rent","tot_white","tot_black","tot_native","tot_asian","tot_pacific","tot_other","tot_two_plus","median_age","median_male_age","median_female_age","tot_households","family_households","family_married_households","family_other_households","non_family_households","non_family_households_alone","non_family_households_not_alone","two_person_family","three_person_family","four_person_family","five_person_family","six_person_family","seven_plus_person_family","one_person_nonfamily","two_person_nonfamily","three_person_nonfamily","four_person_nonfamily","five_person_nonfamily","six_person_nonfamily","seven_plus_person_nonfamily","labor_force","civilian_labor_force","civilian_labor_force_employ","civilian_labor_force_unemploy","military_labor_force","non_labor_force","agg_income_deficit","agg_income_deficit_married","agg_income_deficit_nonmarried","agg_income_deficit_no_wife","agg_income_deficit_no_husband","median_household_income","median_hh_income_own","median_hh_income_rent","no_schooling_completed","nursery_school","kindergarten","first_grade","second_grade","third_grade","fourth_grade","fifth_grade","sixth_grade","seventh_grade","eigth_grade","ninth_grade","tenth_grade","eleventh_grade","twelfth_grade_no_diploma","regular_high_school_diploma","ged_or_alternative_credential","some_college_less_than_1_year","some_college_1_or_more_years_no_degree","associates_degree","bachelors_degree","masters_degree","professional_school_degree","doctorate_degree","commute_car_truck_or_van","commute_drove_alone","commute_carpooled","commute_in_2_person_carpool","commute_in_3_person_carpool","commute_in_4_person_carpool","commute_in_5_or_6_person_carpool","commute_in_7_or_more_person_carpool","commute_public_transportation_excluding_taxicab","commute_bus_or_trolley_bus","commute_streetcar_or_trolley_car","commute_subway_or_elevated","commute_railroad","commute_ferryboat","commute_taxicab","commute_motorcycle","commute_bicycle","commute_walked","commute_other_means","commute_worked_at_home","hh_income_less_than_10000","hh_income_10000_to_14999","hh_income_15000_to_19999","hh_income_20000_to_24999","hh_income_25000_to_29999","hh_income_30000_to_34999","hh_income_35000_to_39999","hh_income_40000_to_44999","hh_income_45000_to_49999","hh_income_50000_to_59999","hh_income_60000_to_74999","hh_income_75000_to_99999","hh_income_100000_to_124999","hh_income_125000_to_149999","hh_income_150000_to_199999","hh_income_200_000_or_more","workers_no_vehicle_available","workers_1_vehicle_available","workers_2_vehicles_available","workers_3_vehicles_available","workers_4_vehicles_available","workers_5_plus_vehicles_available"
"Block Group 4","Census Tract 101","St. Joseph County","Indiana",632,288,268,20,211,57,0,0,0,0,23,48600,62600,75800,790,342,30,21,NA,31842,35000,NA,NA,NA,NA,NA,NA,825,620,0,0,0,0,0,12,36.9,33.3,47.3,268,128,79,49,140,93,47,55,20,40,0,0,13,93,47,0,0,0,0,0,313,313,277,36,0,196,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,19,0,0,0,0,17,14,7,207,41,63,50,6,10,15,0,0,260,254,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,26,22,23,7,35,16,43,32,8,6,16,26,0,8,0,0,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 101","St. Joseph County","Indiana",746,330,274,56,172,102,0,0,0,0,22.7,54500,70000,86500,806,NA,26.9,14.6,NA,35568,36964,NA,NA,NA,NA,NA,NA,812,564,108,0,11,0,0,63,38.5,37.4,41.1,274,153,118,35,121,91,30,75,21,17,35,5,0,91,30,0,0,0,0,0,374,374,349,25,0,222,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8,0,5,17,26,114,75,49,49,67,70,18,0,0,349,305,44,30,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,12,11,33,42,36,20,9,28,19,36,7,0,0,0,NA,NA,NA,NA,NA,NA
"Block Group 2","Census Tract 101","St. Joseph County","Indiana",484,277,177,100,125,52,25,0,0,38,NA,59400,69000,91200,725,292,20.4,10.4,NA,32250,42550,NA,NA,NA,NA,NA,NA,NA,421,9,6,8,0,0,40,30.9,25.1,36.4,177,110,85,25,67,67,0,46,9,25,15,10,5,67,0,0,0,0,0,0,136,136,131,5,0,189,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,12,0,10,22,52,83,8,40,54,24,5,0,0,131,117,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,7,11,25,7,10,0,34,13,9,6,19,0,7,0,0,NA,NA,NA,NA,NA,NA
"Block Group 3","Census Tract 101","St. Joseph County","Indiana",831,344,325,19,258,67,0,0,0,0,24.3,53600,67300,81200,754,279,16.7,12.8,NA,56000,16767,NA,NA,NA,NA,NA,NA,855,773,16,0,13,0,0,29,39.5,45.1,38.7,325,232,165,67,93,87,6,123,21,68,20,0,0,87,6,0,0,0,0,0,406,406,396,10,0,254,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,0,0,0,0,0,11,0,0,19,0,13,124,40,27,105,40,133,9,0,0,365,337,28,28,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,26,20,55,32,7,0,6,6,25,35,50,28,9,0,0,26,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 102","St. Joseph County","Indiana",910,696,599,97,91,508,0,0,0,0,31.7,NA,72200,83100,NA,372,NA,10,NA,NA,20057,NA,NA,NA,NA,NA,NA,515,691,188,25,0,0,0,6,52.4,46.2,59.2,599,127,35,92,472,371,101,63,64,0,0,0,0,371,101,0,0,0,0,0,413,413,354,59,0,427,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,35,56,81,62,0,141,70,49,149,11,40,0,0,0,314,296,18,0,18,0,0,0,27,27,0,0,0,0,0,0,0,13,0,0,134,120,48,44,72,34,0,47,16,15,40,16,13,0,0,0,NA,NA,NA,NA,NA,NA
"Block Group 3","Census Tract 118.02","St. Joseph County","Indiana",1520,707,707,0,486,221,0,0,0,0,27.4,80100,100700,133900,1203,361,18.6,10,NA,85972,17045,NA,NA,NA,NA,NA,NA,332,1461,22,8,0,0,0,29,50.6,51.8,47.9,707,395,371,24,312,294,18,234,48,87,26,0,0,294,18,0,0,0,0,0,774,774,653,121,0,463,NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,0,8,0,0,0,0,14,0,38,14,14,211,66,120,277,201,157,27,0,0,563,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,69,57,105,76,14,27,22,13,77,25,13,24,189,49,0,16,0,NA,NA,NA,NA,NA,NA
"Block Group 2","Census Tract 114.06","St. Joseph County","Indiana",2050,794,767,27,659,108,0,0,27,0,18.1,132800,165400,210400,1281,348,16.5,10,NA,90938,41202,NA,NA,NA,NA,NA,NA,1561,1863,0,0,136,0,11,40,41.9,39.9,42.8,767,640,549,91,127,127,0,319,170,82,58,11,0,127,0,0,0,0,0,0,1120,1108,1038,70,12,455,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,8,15,26,0,336,34,72,193,125,415,141,11,74,891,819,72,62,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,80,0,24,0,16,19,12,28,63,53,28,76,185,139,42,47,35,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 115.04","St. Joseph County","Indiana",1594,619,595,24,483,112,12,0,0,0,14.3,108400,157300,199600,1150,327,18.8,10,NA,84205,30000,NA,NA,NA,NA,NA,NA,989,1501,42,6,15,0,7,23,46.3,47.5,44.7,595,431,336,95,164,95,69,204,94,95,26,12,0,95,66,3,0,0,0,0,871,871,826,45,0,449,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,4,0,0,0,0,44,6,32,29,29,320,20,62,133,92,214,97,22,14,740,668,72,35,37,0,0,0,0,0,0,0,0,0,0,0,0,4,7,52,19,9,22,29,42,34,4,14,31,31,73,107,80,47,31,22,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 114.06","St. Joseph County","Indiana",1019,421,407,14,399,8,0,0,0,6,NA,122400,171500,235700,1154,392,17.6,10,NA,84931,50938,NA,NA,NA,NA,NA,NA,NA,1005,14,0,0,0,0,0,42.8,39.6,48.2,407,325,256,69,82,65,17,202,24,91,8,0,0,65,17,0,0,0,0,0,434,434,424,10,0,334,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,0,0,0,0,8,0,8,0,0,223,12,58,57,71,143,108,32,9,405,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,7,16,16,7,18,12,27,11,46,39,98,36,37,17,20,NA,NA,NA,NA,NA,NA
"Block Group 3","Census Tract 114.06","St. Joseph County","Indiana",1952,596,596,0,534,62,0,0,0,0,NA,152800,176000,220300,1223,333,16.5,10,NA,105000,NA,NA,NA,NA,NA,NA,NA,NA,1586,116,0,169,46,0,35,42.5,43.4,41.9,596,570,545,25,26,26,0,238,143,113,44,0,32,26,0,0,0,0,0,0,1065,1065,1040,25,0,450,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,10,0,11,11,35,326,9,113,151,137,280,66,107,16,948,865,83,25,58,0,0,0,7,0,0,7,0,0,0,0,0,9,0,76,16,0,19,20,0,8,0,0,8,0,56,170,128,35,70,66,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 114.05","St. Joseph County","Indiana",741,225,225,0,216,9,0,0,0,0,NA,170800,201100,231100,1368,480,18.3,10,NA,123542,NA,NA,NA,NA,NA,NA,NA,NA,741,0,0,0,0,0,0,30.8,37.3,30.2,225,201,201,0,24,24,0,57,53,43,48,0,0,24,0,0,0,0,0,0,412,412,391,21,0,145,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,68,0,6,62,68,202,32,11,0,359,342,17,0,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,23,10,0,22,18,0,28,27,29,19,49,NA,NA,NA,NA,NA,NA
"Block Group 2","Census Tract 114.05","St. Joseph County","Indiana",1260,423,423,0,411,12,0,0,0,0,NA,146500,165200,213000,1250,380,17.1,10,NA,104074,41827,NA,NA,NA,NA,NA,NA,NA,1131,15,38,54,6,0,16,39.5,38.5,41.2,423,342,314,28,81,81,0,107,91,107,22,9,6,81,0,0,0,0,0,0,610,610,602,8,0,317,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,256,23,77,54,64,234,77,0,9,574,525,49,49,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,15,0,0,9,19,11,0,0,13,0,23,70,68,100,41,47,22,NA,NA,NA,NA,NA,NA
"Block Group 3","Census Tract 114.05","St. Joseph County","Indiana",1809,551,550,1,519,31,0,0,0,1,NA,169800,213500,245200,1429,468,16.4,10,NA,106964,65192,NA,NA,NA,NA,NA,NA,NA,1725,0,0,58,0,0,26,40.1,40.5,36.8,550,506,482,24,44,22,22,176,145,87,72,12,14,22,22,0,0,0,0,0,974,974,974,0,0,362,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,23,81,168,76,296,112,53,71,908,856,52,52,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,59,0,9,0,8,0,0,9,0,21,39,36,117,139,43,70,59,NA,NA,NA,NA,NA,NA
"Block Group 2","Census Tract 115.06","St. Joseph County","Indiana",3318,1774,1547,227,385,1162,170,42,0,0,24.9,131100,161200,211800,1250,598,24.1,10.3,NA,44643,33844,NA,NA,NA,NA,NA,NA,697,2385,612,0,14,0,240,67,33.4,33.2,34,1547,760,419,341,787,697,90,416,167,63,46,68,0,697,90,0,0,0,0,0,1527,1497,1450,47,30,1039,NA,NA,NA,NA,NA,NA,NA,NA,56,0,0,0,0,0,0,0,0,0,75,0,0,116,70,380,104,201,285,243,577,136,12,75,1423,1193,230,217,0,0,0,13,0,0,0,0,0,0,0,0,12,21,0,24,112,72,51,93,140,205,81,177,142,110,103,131,60,14,15,41,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 115.06","St. Joseph County","Indiana",1750,1049,846,203,263,583,121,39,0,43,21.1,71500,76400,84300,813,253,24.2,12,NA,41711,30648,NA,NA,NA,NA,NA,NA,726,1583,64,0,79,0,8,16,40.3,42.3,37.4,846,428,244,184,418,349,69,254,56,108,0,10,0,349,55,14,0,0,0,0,879,879,761,118,0,527,NA,NA,NA,NA,NA,NA,NA,NA,24,0,0,0,0,0,0,0,12,0,0,0,73,53,0,290,68,152,346,27,154,74,15,27,752,717,35,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,14,38,78,124,75,56,124,23,89,28,86,23,0,0,0,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 115.05","St. Joseph County","Indiana",881,364,317,47,285,32,24,0,0,0,NA,154700,181300,218100,1274,451,21.9,10,NA,85125,NA,NA,NA,NA,NA,NA,NA,NA,768,0,0,12,0,0,101,52.8,53.1,52.4,317,253,218,35,64,64,0,120,77,10,29,9,8,64,0,0,0,0,0,0,460,460,446,14,0,259,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0,0,0,0,0,3,0,0,27,17,92,5,36,66,40,177,81,25,16,419,378,41,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,0,7,7,24,17,9,0,18,10,18,38,50,54,23,0,42,NA,NA,NA,NA,NA,NA
"Block Group 2","Census Tract 114.03","St. Joseph County","Indiana",1825,935,808,127,447,361,61,43,0,0,34.9,84800,125400,257700,1046,306,16.8,10,NA,53529,43239,NA,NA,NA,NA,NA,NA,1174,1409,199,0,182,0,0,35,39.5,38,40.4,808,450,340,110,358,326,32,180,89,145,26,10,0,326,32,0,0,0,0,0,888,888,822,66,0,464,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,19,0,0,17,0,0,12,13,24,14,290,0,64,185,45,370,133,16,32,822,771,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,20,112,44,12,49,32,82,25,60,60,64,54,48,30,68,NA,NA,NA,NA,NA,NA
"Block Group 2","Census Tract 115.05","St. Joseph County","Indiana",1990,1454,1005,449,143,862,286,122,8,0,25.1,138500,162800,187300,1278,348,17.5,13.4,NA,56696,33214,NA,NA,NA,NA,NA,NA,848,1627,127,22,107,0,28,79,30.5,28.9,30.7,1005,403,268,135,602,512,90,273,22,68,17,23,0,512,83,0,7,0,0,0,1205,1205,1128,77,0,488,NA,NA,NA,NA,NA,NA,NA,NA,29,0,0,0,0,11,0,0,0,0,8,0,0,8,4,212,35,111,159,179,350,137,88,84,1052,1013,39,23,16,0,0,0,0,0,0,0,0,0,0,0,12,33,0,23,82,45,84,77,96,63,63,41,32,93,129,87,46,31,28,8,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 114.03","St. Joseph County","Indiana",3079,1021,945,76,933,12,0,0,0,0,NA,258700,296800,370800,1882,600,19.5,10,NA,123021,21290,NA,NA,NA,NA,NA,NA,NA,2582,159,0,310,0,0,28,37.7,40.6,35.8,945,795,734,61,150,150,0,290,141,174,88,79,23,150,0,0,0,0,0,0,1358,1358,1358,0,0,901,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,155,18,55,113,89,740,396,105,116,1214,1067,147,113,0,34,0,0,0,0,0,0,0,0,0,0,0,0,15,129,0,0,87,62,0,0,0,0,9,7,39,169,180,41,128,223,NA,NA,NA,NA,NA,NA
"Block Group 3","Census Tract 114.03","St. Joseph County","Indiana",814,302,302,0,281,21,0,0,0,0,NA,162400,199100,244600,1480,366,17,10,NA,100536,NA,NA,NA,NA,NA,NA,NA,NA,814,0,0,0,0,0,0,47.2,46.8,49.7,302,248,248,0,54,42,12,121,44,61,22,0,0,42,12,0,0,0,0,0,510,510,496,14,0,164,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,120,0,29,72,14,243,48,0,27,410,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,56,0,0,14,14,13,14,0,0,0,0,43,77,39,37,14,37,NA,NA,NA,NA,NA,NA
"Block Group 2","Census Tract 114.04","St. Joseph County","Indiana",1479,559,488,71,470,18,35,0,0,0,NA,143000,168400,195400,1264,315,17.6,10,NA,91458,53125,NA,NA,NA,NA,NA,NA,NA,1200,139,0,127,0,13,0,45.7,46,45.7,488,407,376,31,81,51,30,186,74,90,18,21,18,51,30,0,0,0,0,0,636,636,590,46,0,520,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,29,0,0,28,214,36,166,134,136,221,32,18,19,541,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,18,0,0,0,23,30,53,16,97,19,36,104,41,15,36,NA,NA,NA,NA,NA,NA
"Block Group 3","Census Tract 114.04","St. Joseph County","Indiana",2360,629,629,0,629,0,0,0,0,0,NA,236900,325500,379400,1592,613,13.3,10,NA,152056,NA,NA,NA,NA,NA,NA,NA,NA,1920,15,0,177,0,0,248,38.8,38.2,39.7,629,611,549,62,18,18,0,152,104,217,104,23,11,18,0,0,0,0,0,0,1169,1169,1169,0,0,461,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,65,187,43,511,244,107,0,1080,1062,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,16,0,0,0,0,39,0,0,0,0,55,74,71,32,132,210,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 114.04","St. Joseph County","Indiana",3315,1094,1059,35,1032,27,0,0,0,0,NA,190800,244600,429900,1476,370,14.5,10,NA,132266,NA,NA,NA,NA,NA,NA,NA,NA,2582,96,27,579,0,0,31,39.1,39.2,38.6,1059,929,863,66,130,130,0,275,185,301,139,29,0,130,0,0,0,0,0,0,1819,1805,1738,67,14,524,NA,NA,NA,NA,NA,NA,NA,NA,22,0,0,0,0,0,0,0,0,0,0,0,10,0,0,310,71,131,99,177,597,256,206,211,1598,1515,83,83,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,40,0,9,0,15,80,0,0,0,0,83,50,98,208,128,114,274,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 112.01","St. Joseph County","Indiana",683,449,303,146,158,145,12,37,17,8,26.9,68600,87700,130900,847,300,18.8,10,NA,42500,27292,NA,NA,NA,NA,NA,NA,676,547,39,3,83,0,4,7,31.7,30.7,34,303,150,115,35,153,102,51,82,45,15,8,0,0,102,37,4,2,8,0,0,297,295,283,12,2,278,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2,3,4,8,9,141,15,15,34,15,139,75,5,19,231,211,20,15,5,0,0,0,4,4,0,0,0,0,0,4,10,23,2,5,44,18,21,13,35,21,12,8,14,28,20,43,3,7,9,7,NA,NA,NA,NA,NA,NA
"Block Group 2","Census Tract 113.05","St. Joseph County","Indiana",2196,825,825,0,789,36,0,0,0,0,18.9,118100,146300,169100,1008,384,17.7,10,NA,79107,27500,NA,NA,NA,NA,NA,NA,1304,1871,114,0,187,0,24,0,44,46.2,40.5,825,615,508,107,210,199,11,304,124,97,49,41,0,199,11,0,0,0,0,0,1144,1144,1080,64,0,642,NA,NA,NA,NA,NA,NA,NA,NA,31,0,0,0,0,0,0,0,15,16,29,20,0,23,12,326,50,47,255,139,438,160,17,14,1022,942,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,35,30,22,33,28,80,24,36,30,11,15,136,152,89,43,56,40,NA,NA,NA,NA,NA,NA
"Block Group 2","Census Tract 3.02","St. Joseph County","Indiana",897,421,319,102,266,53,36,0,0,0,10,59000,125400,139900,1295,332,18.4,10,NA,117188,45625,NA,NA,NA,NA,NA,NA,1103,686,122,0,47,0,0,42,40.6,37.6,46.5,319,175,145,30,144,102,42,42,60,61,12,0,0,102,11,31,0,0,0,0,485,485,456,29,0,232,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,11,0,42,24,12,144,19,11,180,20,127,43,0,22,437,381,56,56,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,42,11,8,10,3,11,6,0,34,33,11,21,88,41,0,0,NA,NA,NA,NA,NA,NA
"Block Group 5","Census Tract 117.02","St. Joseph County","Indiana",790,391,312,79,312,0,0,0,0,0,NA,119000,141500,165400,1064,349,13.9,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,790,0,0,0,0,0,0,49.6,49.7,42.4,312,312,299,13,0,0,0,253,0,37,22,0,0,0,0,0,0,0,0,0,430,430,415,15,0,215,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,159,13,14,74,103,176,53,0,0,371,343,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,13,20,15,14,0,35,0,42,22,14,15,109,0,13,0,NA,NA,NA,NA,NA,NA
"Block Group 4","Census Tract 117.02","St. Joseph County","Indiana",2686,1611,1308,303,404,904,186,117,0,0,24.2,124500,162800,224500,1383,254,18.5,10,NA,53516,31580,NA,NA,NA,NA,NA,NA,743,2151,441,0,77,0,0,17,28.7,29.1,28.4,1308,567,442,125,741,602,139,297,65,142,63,0,0,602,139,0,0,0,0,0,1494,1494,1440,54,0,646,NA,NA,NA,NA,NA,NA,NA,NA,15,0,0,0,0,0,0,0,0,0,0,31,0,0,49,381,37,59,276,136,520,134,0,0,1354,1328,26,26,0,0,0,0,27,14,0,0,13,0,0,0,0,0,0,59,24,46,112,94,105,128,52,77,178,83,137,96,63,29,57,27,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 30","St. Joseph County","Indiana",381,284,183,101,64,119,26,0,0,0,50,NA,27800,45600,NA,310,NA,10,NA,NA,21042,NA,NA,NA,NA,NA,NA,763,201,141,0,0,0,11,28,28.8,25.9,28.9,183,71,16,55,112,104,8,24,0,47,0,0,0,104,8,0,0,0,0,0,150,150,123,27,0,132,757900,NA,757900,NA,757900,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,18,8,12,0,8,77,9,14,36,0,33,0,0,5,91,82,9,9,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,21,57,18,9,26,8,13,10,0,0,0,17,4,0,21,0,0,NA,NA,NA,NA,NA,NA
"Block Group 2","Census Tract 30","St. Joseph County","Indiana",1115,533,350,183,197,153,38,0,10,0,26.4,23900,53200,74600,823,238,17.9,10,NA,66250,24833,NA,NA,NA,NA,NA,NA,745,594,393,11,0,0,70,47,30,28.4,36.3,350,188,108,80,162,112,50,75,17,33,7,36,20,112,42,8,0,0,0,0,700,700,687,13,0,179,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0,0,0,0,0,20,26,40,5,0,180,69,39,106,84,58,12,0,0,546,430,116,93,23,0,0,0,5,5,0,0,0,0,0,0,0,49,0,18,19,45,16,30,6,20,53,0,0,10,74,68,4,0,5,0,NA,NA,NA,NA,NA,NA
"Block Group 2","Census Tract 117.01","St. Joseph County","Indiana",1542,710,501,209,417,84,0,0,0,60,16,9999,NA,155500,894,457,18.8,13.4,NA,38438,36875,NA,NA,NA,NA,NA,NA,575,1322,154,4,23,0,24,15,26.3,25.6,26.9,501,339,161,178,162,129,33,92,86,89,0,72,0,129,33,0,0,0,0,0,728,728,701,27,0,463,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,22,20,114,12,11,236,98,97,139,38,51,43,0,0,627,575,52,52,0,0,0,0,48,48,0,0,0,0,0,0,0,0,0,11,28,8,11,30,53,27,118,16,10,96,7,67,0,19,0,11,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 117.01","St. Joseph County","Indiana",2318,798,798,0,778,20,0,0,0,0,NA,103700,119000,155700,1027,372,18.8,10.2,NA,73352,32875,NA,NA,NA,NA,NA,NA,NA,2120,0,151,0,0,35,12,43.2,42.8,43.4,798,655,588,67,143,143,0,268,161,117,109,0,0,143,0,0,0,0,0,0,1245,1215,1178,37,30,618,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,31,7,574,56,71,207,186,333,76,0,32,1160,1082,78,78,0,0,0,0,1,1,0,0,0,0,0,0,0,19,0,28,6,7,0,55,39,44,66,13,63,47,127,125,150,39,17,0,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 3.02","St. Joseph County","Indiana",1534,960,767,193,63,704,101,34,0,0,33.5,128600,140500,154300,NA,NA,NA,14.8,NA,23393,27566,NA,NA,NA,NA,NA,NA,680,640,841,0,0,0,0,53,31.9,31.5,32.4,767,392,90,302,375,344,31,258,68,46,20,0,0,344,31,0,0,0,0,0,760,750,672,78,10,335,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,9,0,8,20,0,19,19,277,87,30,210,144,83,54,15,0,601,538,63,22,30,11,0,0,61,61,0,0,0,0,0,0,0,20,0,0,132,76,75,73,61,76,56,25,18,77,44,22,21,11,0,0,NA,NA,NA,NA,NA,NA
"Block Group 1","Census Tract 11","St. Joseph County","Indiana",1224,409,363,46,289,74,0,0,0,0,36.1,65700,78000,92300,944,350,13.3,10,NA,59402,78750,NA,NA,NA,NA,NA,NA,688,743,305,33,0,0,0,143,32.5,33,29.6,363,265,166,99,98,41,57,86,8,136,35,0,0,41,53,4,0,0,0,0,761,761,739,22,0,217,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,0,0,13,0,0,0,0,7,28,217,50,84,70,61,219,8,0,8,630,500,130,110,20,0,0,0,30,0,0,0,30,0,0,0,17,0,0,62,0,28,0,55,17,8,6,0,11,27,31,64,77,39,0,0,NA,NA,NA,NA,NA,NA
"Block Group 2","Census Tract 11","St. Joseph County","Indiana",641,347,299,48,230,69,0,24,0,0,NA,64200,75800,88300,831,275,26.4,10,NA,NA,40291,NA,NA,NA,NA,NA,NA,NA,487,139,0,0,6,0,9,36.6,27.8,43.5,299,153,89,64,146,134,12,37,90,15,7,0,4,134,12,0,0,0,0,0,382,382,304,78,0,147,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,18,0,59,16,64,16,52,62,27,72,35,0,0,297,236,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,50,34,10,9,8,23,18,50,0,25,0,45,27,0,0,0,NA,NA,NA,NA,NA,NA
"Block Group 4","Census Tract 11","St. Joseph County","Indiana",1108,471,453,18,360,93,0,0,0,0,18.2,93700,129500,159000,847,447,16.1,14.2,NA,80366,41154,NA,NA,NA,NA,NA,NA,1131,751,172,0,87,0,8,90,35.7,40.4,32.8,453,231,188,43,222,182,40,58,110,47,16,0,0,182,23,9,8,0,0,0,605,605,566,39,0,258,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,6,0,19,0,140,0,32,130,87,230,103,9,18,500,425,75,55,7,13,0,0,36,36,0,0,0,0,0,0,5,13,0,12,8,0,21,53,23,15,16,34,14,46,55,94,26,19,17,12,NA,NA,NA,NA,NA,NA
