Outcome_Status,Direction,Street_Name,Suffix,Code_Enforcement_Order_Status,Property_Status,Program_Designation,Date_of_Outcome,Council_District,Zip_Code,ShapeSTArea,ShapeSTLength,OBJECTID,County_Tax_ID,State_Parcel_ID,Address_Number,Structures
Repaired,W,Indiana,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-06-17T00:00:00.000Z,6,46613,4427.560944,298.9352776,515,018-8088-3382,71-08-15-402-005.000-026,2107,
Demolished,W,Indiana,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-08-31T00:00:00.000Z,6,46613,4739.297516,295.0536648,516,018-8052-2110,71-08-14-327-002.000-026,1129,"House, Garage, Fence"
,E,Indiana,AVE,Demo Hold - Rehab in Progress,Demo Hold: Schedule Repair Hearing,,,,46613,7488.316132,419.4697068,517,018-7047-1807,71-08-13-402-006.000-026,622,"House, Garage, Fence, Retaining Wall"
Demolished,E,Indiana,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening- Demo - Nov 19 2015,2016-02-27T00:00:00.000Z,3,46613,10752.24625,458.706631,518,018-7031-1184,71-08-13-326-012.000-026,130,House
Repaired,E,Indiana,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-07-15T00:00:00.000Z,3,46613,3916.748016,265.2776596,519,018-7031-1181,71-08-13-326-013.000-026,136,
,S,Olive,,Hearing Unnecessary,Continued Indefinitely,,,,46614,571490.7331,3717.377934,520,018-8075-285401,71-08-15-326-016.000-026,1617,Commercial Building
Repaired,S,Bendix,DR,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2016-01-12T00:00:00.000Z,6,46619,5599.052429,332.2570918,521,018-4044-1627,71-08-10-359-016.000-026,821,House
Repaired,E,Indiana,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-01-13T00:00:00.000Z,3,46613,3015.193024,231.8497957,522,018-7030-1169,71-08-13-257-026.000-026,633,
Repaired & Occupied,,Haney,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-07-29T00:00:00.000Z,3,46613,6067.132599,388.3085243,523,018-7027-1073,71-08-13-256-009.000-026,526,
Demolished,,Haney,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-05-14T00:00:00.000Z,3,46613,4274.641418,265.6286209,524,018-7027-1068,71-08-13-256-012.000-026,538,
Repaired,,Haney,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-12-12T00:00:00.000Z,3,46615,3510.448181,246.6712075,525,018-7030-1163,71-08-13-257-001.000-026,602,
Repaired,,Haney,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-12-10T00:00:00.000Z,3,46613,6302.986847,392.4674158,526,018-7030-1161,71-08-13-257-005.000-026,612,
Repaired,,Marietta,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-11-12T00:00:00.000Z,3,46613,3445.189575,251.2368359,527,018-7029-1136,71-08-13-258-003.000-026,1508,House
Demolished,,Rush,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-08-29T00:00:00.000Z,3,46613,3419.543518,249.0031368,528,018-7030-1177,71-08-13-257-015.000-026,1516,
Repaired,,Birchwood,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-04-29T00:00:00.000Z,6,46619,6032.211639,336.6309813,529,018-8144-5149,71-08-16-105-003.000-026,1016,
Demolished,W,Sample,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-09-16T00:00:00.000Z,6,46619,5783.831116,355.012319,530,018-4002-0075,71-08-10-482-020.000-026,1819,"House, Fence, Shed"
Repaired & Occupied,,Pulaski,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-10-22T00:00:00.000Z,6,46619,5413.386322,341.776082,531,018-4001-0020,71-08-10-483-021.000-026,835,
,E,Pennsylvania,AVE,Demo Affirmed,Demo Process: Utility Retirements,,,3,46601,13426.25662,475.8918987,532,018-7015-0578,71-08-13-252-004.000-026,622,"House, Garage"
Repaired,,Webster,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-12-18T00:00:00.000Z,6,46613,5833.858215,360.1023567,533,018-8051-2067,71-08-14-177-002.000-026,1510,
Demolished,W,Jefferson,BLVD,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening- Demo - Nov 19 2015,2016-02-06T00:00:00.000Z,2,46601,6244.784515,340.0664866,534,018-3072-2845,71-08-11-158-005.000-026,1229,"House, Garage"
Demolished,E,Bronson,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2016,2016-10-24T00:00:00.000Z,2,46618,1915.994232,175.5709059,535,018-3031-1177,71-08-12-407-020.000-026,521,House
Repaired,S,Harris,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2017-09-27T00:00:00.000Z,6,46619,5695.884613,360.4427846,536,018-3081-3221,71-08-11-301-016.000-026,445,"House, Garage"
Repaired,S,Kaley,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2016-07-19T00:00:00.000Z,6,46619,5500.651398,332.7868356,537,018-4035-1277,71-08-10-328-004.000-026,446,"House, Garage"
Repaired,,Pulaski,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-07-02T00:00:00.000Z,6,46619,5170.578827,337.9644232,538,018-4012-0410,71-08-10-428-022.000-026,429,
,,McPherson,ST,Demo Affirmed,Bid Awarded - Demolition,Bid Opening - Demo - Dec 12 2017,,,46601,4216.548889,285.4873971,539,018-3070-2764,71-08-11-179-026.000-026,321,Houses
Demolished,E,Indiana,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2015-10-29T00:00:00.000Z,3,46613,6102.992523,382.6773688,540,018-7024-0962,71-08-13-181-021.000-026,219,"House, Fence"
Repaired & Occupied,E,Indiana,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2016-08-23T00:00:00.000Z,3,46613,6202.028961,384.9004936,541,018-7027-1088,71-08-13-256-021.000-026,521,House
Repaired,E,Indiana,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-01-30T00:00:00.000Z,3,46613,6173.900574,384.7204065,542,018-7027-1086,71-08-13-256-023.000-026,529,
,E,Haney,AVE,Repair Expired - Repair Hearing No Show,,,,3,46613,9062.054962,468.3087346,543,018-7030-1156,71-08-13-257-010.000-026,630,House
Demolished,,Haney,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-03-20T00:00:00.000Z,3,46613,3141.875763,235.6279566,544,018-7029-1125,71-08-13-258-011.000-026,732,House
Repaired & Occupied,,Haney,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2016-12-19T00:00:00.000Z,3,46613,6102.181732,384.296828,545,018-7014-0565,71-08-13-253-021.000-026,529,House
Repaired & Occupied,,Haney,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-01-23T00:00:00.000Z,3,46613,6156.306946,388.1680406,546,018-7016-0667,71-08-13-255-022.000-026,721,"House, Garage"
Demolished,,Fellows,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-08-29T00:00:00.000Z,3,46601,2393.590057,195.7937544,547,018-7014-054501,71-08-13-253-002.000-026,1412,
Repaired,,Meadow,LN,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2017-05-24T00:00:00.000Z,6,46619,6369.500061,346.8624458,548,018-8145-5264,71-08-16-151-027.000-026,4302,
,,Fellows,ST,,,,,3,46601,3821.667175,250.1504602,549,018-7014-053401,71-08-13-251-013.000-026,1322,Duplex
Repaired,E,Broadway,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-06-22T00:00:00.000Z,3,46601,6122.259796,385.6826969,550,018-7025-0993,71-08-13-176-017.000-026,221,
,S,Lake,ST,Demo Affirmed,Demo Process: Utility Retirements,,,,46619,6485.253876,359.0197379,551,018-4073-2679,71-08-09-476-020.000-026,721,"House, Garage, Fence"
Repaired,,Meadow,LN,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-04-22T00:00:00.000Z,6,46619,6068.897217,340.8668343,552,018-8145-5208,71-08-16-105-038.000-026,4221,
Repaired & Occupied,,Meadow,LN,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-07-15T00:00:00.000Z,6,46619,6360.091614,346.3199125,553,018-8145-5207,71-08-16-105-037.000-026,4225,
Demolished,,Parkway,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-10-10T00:00:00.000Z,6,46619,13217.04807,566.0224863,554,018-8132-4878,71-08-17-227-012.000-026,1026,"House, Garage, Fence
 "
Demolished,,Belle,VIS,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening- Demo - Nov 19 2015,2016-02-06T00:00:00.000Z,6,46619,8024.671692,357.4247447,555,018-4105-3801,71-08-09-457-001.000-026,3754,House
Repaired,S,Brookfield,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2017-11-08T00:00:00.000Z,6,46619,5263.345459,340.3587505,556,018-4002-0066,71-08-10-482-006.000-026,840,House
Repaired,S,Falcon,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2018-03-23T00:00:00.000Z,6,46619,5074.279541,337.6430316,557,018-4073-2693,71-08-09-476-011.000-026,742,House
,S,Sheridan,ST,Repair Hearing Scheduled,,,,,46619,5826.909576,344.0398205,558,018-4092-3378,71-08-09-378-043.000-026,801,"House, Fence"
Demolished,E,Lincoln,WAY,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-10-07T00:00:00.000Z,2,46601,6517.24295,499.5393656,559,018-3031-1196,71-08-12-409-019.000-026,726,Multi-Unit
Repaired,S,Lake,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-10-10T00:00:00.000Z,6,46619,6467.745544,358.7061118,560,018-4073-2688,71-08-09-476-023.000-026,733,
Repaired & Occupied,S,Bendix,DR,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-11-20T00:00:00.000Z,6,46628,4795.152191,320.256795,561,018-4043-1577,71-08-10-355-003.000-026,710,
,,River,AVE,Repair Order,Repairs Pending,,,2,46618,5637.536133,345.5957441,562,018-3038-1469,71-08-12-476-018.000-026,655,"House, Garage"
,,Philippa,ST,Repair Agreement,Repairs Pending,,,6,46619,5493.72467,330.0667788,563,018-4010-0337,71-08-10-452-006.000-026,722,House
Demolished,S,Carlisle,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Fire Property - 2017,2017-09-13T00:00:00.000Z,,46619,5588.406097,332.5669492,564,018-4009-0303,71-08-10-452-022.000-026,721,"House, Garage, Fence"
Repaired,S,Grant,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2016-04-12T00:00:00.000Z,6,46619,5572.657379,333.0991653,565,018-4007-0246,71-08-10-454-020.000-026,721,"House, Garage"
Demolished,S,Kenmore,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-10-08T00:00:00.000Z,6,46619,7068.187012,375.4546942,566,018-4098-3659,71-08-09-453-014.000-026,719,
Repaired,,Garden,LN,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-06-03T00:00:00.000Z,6,46619,13325.69165,503.20503,567,018-8134-4944,71-08-17-204-013.000-026,907,
Demolished,,Greenview,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-08-31T00:00:00.000Z,6,46619,6214.453003,345.3602986,568,018-8144-5180,71-08-16-103-004.000-026,916,"House, Shed"
Demolished,S,Greenview,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Fire Property - 2017,2017-12-18T00:00:00.000Z,,46619,8179.325775,376.5827313,569,018-4114-4257,71-08-09-353-043.000-026,857,"House, Garage"
Repaired,S,Edison,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-11-17T00:00:00.000Z,6,46619,5411.170319,342.19177,570,018-4093-3421,71-08-09-377-023.000-026,830,
Demolished,S,Wellington,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2014,2015-02-13T00:00:00.000Z,6,46619,6225.003357,365.5436022,571,018-4104-3756,71-08-09-458-007.000-026,824,"House, Garage, Fence"
,W,Fisher,ST,Demo Affirmed w/CP,Bid Awarded - Demolition,Bid Opening - Demo - Dec 12 2017,,,46628,5535.639984,345.3349866,572,018-3083-3343,71-08-11-353-017.000-026,1525,"House, Shed"
,W,Fisher,ST,Demo Affirmed w/CP,Bid Awarded - Demolition,Bid Opening - Demo - Dec 12 2017,,,46619,3674.984131,317.1281327,573,018-3083-3344,71-08-11-353-018.000-026,1521,"House, Garage"
Repaired,S,Bendix,DR,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-04-22T00:00:00.000Z,6,46619,4690.401855,317.5055892,574,018-4044-1622,71-08-10-360-004.000-026,814,
Demolished,W,Sample,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-08-31T00:00:00.000Z,6,46619,3292.644318,316.7394243,575,018-3083-331801,71-08-11-354-016.000-026,1537,House
Occupied & Not Repaired,W,Sample,ST,Demo Affirmed,Demo Process: Utility Retirements,,,6,46619,3812.676147,318.6612127,576,018-3080-3188,71-08-11-361-026.000-026,1327,"House, Garage"
Demolished,W,Sample,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2016-01-25T00:00:00.000Z,6,46619,3317.693481,310.8557662,577,018-3080-3191,71-08-11-361-029.000-026,1319,House
Repaired,,Philippa,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-11-04T00:00:00.000Z,6,46619,4792.919312,317.6917821,578,018-4010-0353,71-08-10-452-014.000-026,754,"House, Garage"
Repaired,S,Sheridan,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-09-21T00:00:00.000Z,6,46619,5066.840332,332.2682779,579,018-4089-3292,71-08-09-378-039.000-026,745,House
Repaired,S,Warren,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2018-01-25T00:00:00.000Z,6,46619,4710.000488,315.9905654,580,018-4008-0285,71-08-10-454-013.000-026,746,House
Demolished,S,Meade,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-09-16T00:00:00.000Z,6,46619,5188.891785,330.6114057,581,018-4038-1416,71-08-10-379-017.000-026,829,"House, Garage"
Demolished,N,Chicago,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2016-04-28T00:00:00.000Z,2,46619,7497.660461,371.8632827,582,018-4067-2477,71-08-09-205-001.000-026,142,"House, Garage
 "
Demolished,,Studebaker,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-10-03T00:00:00.000Z,2,46613,4759.8414,317.4905546,583,018-1047-2042,71-08-11-103-022.000-026,219,
Demolished,,Hamden,CT,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-10-08T00:00:00.000Z,2,46619,2141.328613,191.4655137,584,018-1026-1163,71-08-11-129-004.000-026,313,
,,Revere,PL,Demo Affirmed w/CP,Demo Process: Utility Retirements,,,,46619,6850.523468,417.4353298,585,018-4107-3923,71-08-09-481-021.000-026,3220,"House, Shed"
Demolished,,Pulaski,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-09-12T00:00:00.000Z,6,46619,5777.92804,355.2717122,586,018-4001-0013,71-08-10-484-009.000-026,822,
Demolished,,Dunham,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2016-03-21T00:00:00.000Z,6,46619,4752.983215,336.3839898,587,018-3080-3149,71-08-11-360-007.000-026,1330,"House
 "
Demolished,,George,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,BEP,2016-04-28T00:00:00.000Z,3,46618,2951.400696,270.5881062,588,018-3037-1424,71-08-12-478-003.000-026,811,House
,S,Philippa,ST,Demo Hearing Scheduled,,,,,46619,4828.30954,319.8804905,589,018-4010-0359,71-08-10-455-010.000-026,805,"House, Garage"
Deconstructed,,Liberty,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Deconstruction,2014-12-02T00:00:00.000Z,6,46619,4858.306519,322.4112303,590,018-4044-1635,71-08-10-359-009.000-026,832,House
Demolished,S,Grant,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-10-13T00:00:00.000Z,6,46613,5059.170319,361.4748289,591,018-4004-0130,71-08-10-481-003.000-026,840,House
Demolished,,Fisher,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-08-31T00:00:00.000Z,2,46619,9834.094574,409.8705875,592,018-4038-1407,71-08-10-379-002.000-026,2634,"House, Fence"
Repaired,,Fisher,ST,Demo Affirmed,Demo Process: Utility Retirements,,2017-06-27T00:00:00.000Z,,46619,5116.131439,335.773886,593,018-4038-1413,71-08-10-379-006.000-026,2614,House
Demolished,,Fisher,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-10-17T00:00:00.000Z,2,46619,5505.897552,348.457474,594,018-3085-3465,71-08-11-354-012.000-026,1512,House
Demolished,S,Brookfield,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-09-16T00:00:00.000Z,6,46619,5149.962555,338.6070049,595,018-4002-0064,71-08-10-482-005.000-026,836,"House, Garage, Fence"
,E,Tutt,ST,Demo Affirmed,Demo Process: Utility Retirements,,,,46601,71309.18689,1118.541302,596,018-3022-0840,71-08-12-377-013.000-026,206,Commercial Building
Repaired,S,Illinois,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2013-09-26T00:00:00.000Z,6,46619,6515.644501,370.3549577,597,018-4105-3795,71-08-09-457-010.000-026,810,
Repaired,S,Brookfield,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2017-06-15T00:00:00.000Z,6,46619,5230.096405,339.8214985,598,018-4002-0057,71-08-10-482-002.000-026,824,"House, Fence"
Repaired,S,Lake,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-01-27T00:00:00.000Z,6,46619,5136.789978,337.9569044,599,018-4074-2711,71-08-09-480-004.000-026,814,
Demolished,,Webster,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-08-22T00:00:00.000Z,6,46619,6616.260376,379.1319718,600,018-3067-2579,71-08-11-377-009.000-026,820,
Repaired & Occupied,S,Bendix,DR,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2015-07-28T00:00:00.000Z,6,46619,5123.543335,324.3046238,601,018-4043-1588,71-08-10-354-021.000-026,725,"House, Garage"
Demolished,S,Brookfield,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-10-10T00:00:00.000Z,6,46619,5465.030609,332.8703735,602,018-4013-0446,71-08-10-426-024.000-026,437,Duplex
,S,Philippa,ST,Demo Affirmed w/CP,Demo Process: Utility Retirements,,,,46619,4839.694305,320.0854444,603,018-4010-0356,71-08-10-455-009.000-026,801,"House, Garage, Fence"
Demolished,,Dunham,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - Fall 2016,2016-10-24T00:00:00.000Z,6,46615,5067.374908,343.6388052,604,018-4001-0001,71-08-10-483-004.000-026,1710,"House, Fence"
Demolished,,Dunham,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-08-14T00:00:00.000Z,6,46619,6242.880066,361.1811249,605,018-4001-0028,71-08-10-484-004.000-026,1610,"House, Fence"
Demolished,,Dunham,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-08-14T00:00:00.000Z,6,46619,5204.664246,344.2719706,606,018-3067-2574,71-08-11-377-003.000-026,1218,House
Demolished,,Dunham,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-10-17T00:00:00.000Z,6,46617,6328.833282,360.6972391,607,018-3067-2576,71-08-11-377-005.000-026,1212,"House, Garage, Fence"
Demolished,,Poland,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-10-17T00:00:00.000Z,6,46619,4147.092865,291.7332737,608,018-4003-0112,71-08-10-480-004.000-026,1606,House
Repaired,S,Kaley,ST,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2014-11-19T00:00:00.000Z,6,46619,5995.990845,339.4941377,609,018-4040-1465,71-08-10-355-022.000-026,733,"House, Garage"
Demolished,,Belle,VIS,In Compliance: Outcome Complete,In Compliance: Outcome Complete,Bid Opening - Demo - June 9 2015,2015-10-14T00:00:00.000Z,6,46616,8571.978241,438.866884,610,018-4106-3863,71-08-09-455-003.000-026,3818,House
Repaired,S,Gladstone,AVE,In Compliance: Outcome Complete,In Compliance: Outcome Complete,,2016-12-08T00:00:00.000Z,6,46619,5537.939362,334.8298691,611,018-4088-3249,71-08-09-304-046.000-026,617,"House, Fence"
,,Dunham,ST,Demo Hearing Scheduled,,,,,46619,6573.698944,361.9670228,612,018-4003-0105,71-08-10-480-024.000-026,1541,Commercial Building
,,Dunham,ST,Demo Affirmed w/CP,Demo Process: Utility Retirements,,,,46619,6338.494049,359.7223749,613,018-3085-3448,71-08-11-352-019.000-026,1513,House
